FirstName,LastName,Title_bucketed,DepartmentType,Attrition_Probability,Risk_Label,Primary_Risk_Factor,tenure_years_at_survey,days_since_training,Satisfaction Score
Paisley,Avery,Production Technician I,Production       ,0.0575,Normal,High Risk Role (Production),1.754962354551677,0,5
Kaiden,Leblanc,Production Technician I,Production       ,0.17,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",4.164271047227926,0,1
Shania,Bauer,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,2
Danna,Hines,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",2.020533880903491,116,2
Bennett,Bowen,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),2.86652977412731,0,5
Azaria,Young,Production Technician I,Production       ,0.03,Normal,High Risk Role (Production),0.7419575633127995,8,5
Antoine,Schaefer,Production Technician I,Production       ,0.0725,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.0910335386721424,0,3
Jean,Duffy,Production Technician Ii,Production       ,0.2975,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.9644079397672827,0,2
Campbell,Doyle,Production Technician Ii,Production       ,0.09,Normal,"High Risk Role (Production), Training Failed",0.487337440109514,278,5
Kaley,Ali,Production Technician Ii,Production       ,0.0875,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",3.62217659137577,13,1
Madeline,Bernard,Production Technician Ii,Production       ,0.03,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.238877481177276,68,3
Alijah,Singh,Production Technician I,Production       ,0.0325,Normal,"High Risk Role (Production), Low Satisfaction",1.325119780971937,0,1
Ayla,Roberts,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.808350444900753,0,2
Isai,Mcfarland,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Low Satisfaction",1.6454483230663928,183,2
Brent,Dominguez,Production Technician I,Production       ,0.0875,Normal,"High Risk Role (Production), Low Satisfaction",0.6954140999315537,317,2
Lorena,Graves,Production Technician I,Production       ,0.045,Normal,High Risk Role (Production),2.187542778918549,9,5
Lucian,Mora,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),0.0,0,4
Dangelo,Gould,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Low Satisfaction",0.3613963039014374,0,1
Humberto,Horn,Production Technician I,Production       ,0.0875,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.0,0,1
Miranda,Chavez,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",1.3607118412046544,166,1
Makena,Mcintosh,Production Technician I,Production       ,0.07,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.290212183436003,0,4
Armani,Crawford,Production Technician I,Production       ,0.0225,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",3.8548939082819986,40,2
Eugene,Bird,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.216974674880219,0,5
Shiloh,Baird,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.108145106091718,78,1
Tara,Alvarado,Production Technician Ii,Production       ,0.07,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,2
Sienna,Bullock,Production Technician Ii,Production       ,0.0575,Normal,High Risk Role (Production),0.0,63,3
Tyrese,Goodman,Production Technician Ii,Production       ,0.1175,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.3867214236824092,0,4
Giovanni,Landry,Production Technician Ii,Production       ,0.225,High Risk,High Risk Role (Production),0.0,0,5
Alonso,Williams,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.5181382614647503,50,2
Kamila,Rosales,Production Technician I,Production       ,0.03,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.184120465434634,0,1
Jadiel,French,Production Technician I,Production       ,0.1925,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.605065023956194,52,1
Brennan,Jefferson,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Low Satisfaction",2.0533880903490758,0,2
Noe,Glenn,Production Technician I,Production       ,0.0875,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.0047912388774811,0,2
Vaughn,Kim,Production Technician I,Production       ,0.07,Normal,High Risk Role (Production),1.995893223819302,0,3
Anabel,Evans,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.991786447638604,0,1
Elisabeth,Irwin,Production Technician I,Production       ,0.11,Normal,High Risk Role (Production),0.0,0,5
Bo,Bradford,Production Technician I,Production       ,0.0475,Normal,High Risk Role (Production),2.433949349760438,0,4
Dustin,Beasley,Production Technician I,Production       ,0.125,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.432580424366872,9,5
Dean,Winters,Production Technician I,Production       ,0.0325,Normal,"High Risk Role (Production), Low Satisfaction",2.455852156057495,178,1
Chanel,Dougherty,Production Technician I,Production       ,0.12,Normal,High Risk Role (Production),1.754962354551677,0,4
Phoebe,Dorsey,Production Technician I,Production       ,0.0325,Normal,High Risk Role (Production),0.0,0,4
Coleman,Bridges,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.314852840520191,11,1
Juliet,Bautista,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Low Satisfaction",1.4264202600958247,182,2
Julia,Lawrence,Production Technician I,Production       ,0.0175,Normal,"High Risk Role (Production), Training Failed",0.11225188227241616,0,4
Karina,Mccarthy,Production Technician Ii,Production       ,0.095,Normal,High Risk Role (Production),1.0047912388774811,0,4
Ruben,Kirby,Production Technician Ii,Production       ,0.0725,Normal,"High Risk Role (Production), Low Satisfaction",2.209445585215606,0,2
Miles,Gill,Production Technician Ii,Production       ,0.0725,Normal,High Risk Role (Production),0.5174537987679672,263,3
Frida,Wilkins,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.26009582477755,0,5
Kamron,Doyle,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.7659137577002053,0,1
Blaine,Rose,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Training Failed",1.626283367556468,0,4
Elena,Gilmore,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",4.079397672826831,0,1
Ashlynn,Moses,Production Technician I,Production       ,0.0325,Normal,High Risk Role (Production),0.3586584531143053,69,5
Esmeralda,Galvan,Production Technician I,Production       ,0.1475,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.4469541409993156,192,1
Ignacio,Wiley,Production Technician I,Production       ,0.095,Normal,High Risk Role (Production),0.0,0,5
Lorena,Mahoney,Production Technician I,Production       ,0.0325,Normal,"High Risk Role (Production), Low Satisfaction",2.639288158795346,0,2
Krystal,Atkinson,Production Technician I,Production       ,0.165,Normal,"High Risk Role (Production), Low Satisfaction",1.7768651608487338,0,2
Soren,Merritt,Production Technician I,Production       ,0.1525,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.994524298425736,0,5
Frida,Salazar,Production Technician I,Production       ,0.1075,Normal,"High Risk Role (Production), Training Failed",1.0321697467488022,285,4
Zoie,Mercado,Production Technician I,Production       ,0.0625,Normal,High Risk Role (Production),1.864476386036961,12,5
Joanna,Arias,Production Technician I,Production       ,0.0125,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.561943874058864,0,3
Tristian,Wilcox,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.052703627652293,231,3
Zoey,Spence,Production Technician Ii,Production       ,0.08,Normal,"High Risk Role (Production), Training Failed",2.945927446954141,113,5
Bradley,Barnes,Production Technician Ii,Production       ,0.1075,Normal,"High Risk Role (Production), Low Satisfaction",0.34223134839151265,58,2
Yasmin,Warren,Production Technician Ii,Production       ,0.085,Normal,High Risk Role (Production),1.4893908281998631,0,3
Izabella,Barron,Production Technician Ii,Production       ,0.1125,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.191649555099247,305,3
Victoria,Soto,Production Technician Ii,Production       ,0.255,High Risk,High Risk Role (Production),2.732375085557837,340,4
Cody,Beard,Production Technician I,Production       ,0.0625,Normal,High Risk Role (Production),0.36960985626283366,0,5
Abigayle,Mccann,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Low Satisfaction",0.7529089664613279,0,2
Brenden,Marks,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.1971252566735116,193,4
Jaqueline,Gallagher,Production Technician I,Production       ,0.045,Normal,High Risk Role (Production),1.5359342915811087,0,4
Abagail,Banks,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Training Failed",2.078028747433265,92,3
Nickolas,Guzman,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.3634496919917864,0,2
Guillermo,Rose,Production Technician I,Production       ,0.115,Normal,"High Risk Role (Production), Training Failed",2.967830253251198,0,3
Moises,Brock,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),2.759753593429158,0,5
Hayden,Richmond,Production Technician I,Production       ,0.1925,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.670773442847365,188,3
Evelin,Sellers,Production Technician I,Production       ,0.025,Normal,"High Risk Role (Production), Low Satisfaction",1.4976043805612593,120,2
Dereon,Hayes,Production Technician I,Production       ,0.0175,Normal,High Risk Role (Production),0.0,0,3
Marlee,Mathis,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Low Satisfaction",0.3613963039014374,0,1
Alice,House,Production Technician I,Production       ,0.105,Normal,High Risk Role (Production),2.0588637919233403,175,3
Holly,Taylor,Production Technician Ii,Production       ,0.135,Normal,"High Risk Role (Production), Training Failed",2.9103353867214237,8,3
Hadassah,Blackburn,Production Technician Ii,Production       ,0.08,Normal,"High Risk Role (Production), Training Failed",0.813141683778234,158,3
Shaylee,Hall,Production Technician Ii,Production       ,0.225,High Risk,"High Risk Role (Production), Mid-Tenure Risk",4.216290212183436,0,3
Richard,Nelson,Production Technician Ii,Production       ,0.045,Normal,"High Risk Role (Production), Training Failed",0.7474332648870636,240,5
Leyla,Davila,Production Technician Ii,Production       ,0.125,Normal,High Risk Role (Production),1.1389459274469542,10,5
Camille,Livingston,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),0.0,155,3
Lilianna,Colon,Production Technician I,Production       ,0.1725,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.6119096509240247,176,2
Chaim,Patrick,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Low Satisfaction",2.5051334702258727,9,1
Amara,Castillo,Production Technician I,Production       ,0.0325,Normal,High Risk Role (Production),1.7960301163586585,0,4
Joel,Eaton,Production Technician I,Production       ,0.04,Normal,High Risk Role (Production),2.0123203285420943,0,4
Priscilla,Walters,Production Technician I,Production       ,0.0325,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,1
Nehemiah,Leach,Production Technician I,Production       ,0.09,Normal,High Risk Role (Production),0.9555099247091033,0,4
Ashtyn,Huynh,Production Technician I,Production       ,0.0225,Normal,High Risk Role (Production),1.7440109514031485,0,3
Tristen,Reed,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Low Satisfaction",0.9911019849418207,0,1
Braedon,Chandler,Production Technician I,Production       ,0.0225,Normal,High Risk Role (Production),0.2683093771389459,77,5
Nikolas,Hancock,Production Technician I,Production       ,0.07,Normal,"High Risk Role (Production), Low Satisfaction",0.038329911019849415,14,1
Demetrius,Sanders,Production Technician I,Production       ,0.1125,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,2
Ernesto,Madden,Production Technician Ii,Production       ,0.08,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.4544832306639288,0,1
Amari,Christian,Production Technician Ii,Production       ,0.065,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.5852156057494866,60,2
Lilly,Turner,Production Technician Ii,Production       ,0.045,Normal,High Risk Role (Production),0.2245037645448323,51,3
Rayne,Simpson,Production Technician Ii,Production       ,0.06,Normal,"High Risk Role (Production), Low Satisfaction",1.9712525667351128,0,2
Aaron,Tapia,Production Technician Ii,Production       ,0.07,Normal,"High Risk Role (Production), Training Failed",0.0,21,4
Raegan,Stanton,Production Technician I,Production       ,0.05,Normal,High Risk Role (Production),1.9301848049281314,89,4
Johan,Sosa,Production Technician I,Production       ,0.0825,Normal,High Risk Role (Production),1.9411362080766599,0,4
Stacy,Bonilla,Production Technician I,Production       ,0.0925,Normal,High Risk Role (Production),1.3141683778234086,297,4
Valery,Holder,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.4934976043805612,0,1
Skye,Cochran,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",2.861054072553046,240,1
Jerimiah,Mendez,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.917864476386037,0,4
Madden,Lam,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.3429158110882957,89,1
Nicole,Stone,Production Technician I,Production       ,0.0825,Normal,High Risk Role (Production),0.5995893223819302,0,4
Brice,Christian,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.008213552361396,63,4
Sage,Potter,Production Technician I,Production       ,0.025,Normal,High Risk Role (Production),1.1718001368925393,33,3
Kyle,Peck,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.454483230663929,115,3
Walker,Baird,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Low Satisfaction",0.07118412046543464,0,1
Hazel,Ponce,Production Technician Ii,Production       ,0.1175,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.7316906228610542,0,1
Joey,Alvarez,Production Technician Ii,Production       ,0.05,Normal,High Risk Role (Production),0.0,0,5
